record_id,artifact_code,retrieval_anchor,connector_id,connector_type,version,environment,supported_modes,max_batch_size,max_channels,rate_limit_rps,health_state,last_probed_at,source_uri
CON-0212,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0212,MYSQL,2.1.11,TEST,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-18T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/212
CON-0213,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0213,KAFKA,2.2.12,STAGING,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-18T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/213
CON-0214,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0214,CSV,2.3.13,DEV,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-18T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/214
CON-0215,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0215,REST_API,2.4.14,TEST,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-18T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/215
CON-0216,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0216,S3,2.5.15,STAGING,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-18T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/216
CON-0217,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0217,MONGODB,2.6.16,DEV,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-19T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/217
CON-0218,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0218,POSTGRESQL,2.7.17,TEST,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-19T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/218
CON-0219,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0219,MYSQL,2.8.18,STAGING,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-19T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/219
CON-0220,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0220,KAFKA,2.9.19,DEV,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-19T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/220
CON-0221,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0221,CSV,2.0.0,TEST,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-19T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/221
CON-0222,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0222,REST_API,2.1.1,STAGING,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-19T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/222
CON-0223,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0223,S3,2.2.2,DEV,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-19T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/223
CON-0224,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0224,MONGODB,2.3.3,TEST,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-19T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/224
CON-0225,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0225,POSTGRESQL,2.4.4,STAGING,FULL|INCREMENTAL|CDC,500,1,90,HEALTHY,2026-08-19T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/225
CON-0226,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0226,MYSQL,2.5.5,DEV,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-19T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/226
CON-0227,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0227,KAFKA,2.6.6,TEST,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-19T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/227
CON-0228,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0228,CSV,2.7.7,STAGING,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-19T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/228
CON-0229,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0229,REST_API,2.8.8,DEV,FULL|INCREMENTAL|CDC,2500,5,130,DEGRADED,2026-08-19T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/229
CON-0230,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0230,S3,2.9.9,TEST,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-19T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/230
CON-0231,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0231,MONGODB,2.0.10,STAGING,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-19T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/231
CON-0232,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0232,POSTGRESQL,2.1.11,DEV,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-19T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/232
CON-0233,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0233,MYSQL,2.2.12,TEST,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-19T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/233
CON-0234,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0234,KAFKA,2.3.13,STAGING,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-19T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/234
CON-0235,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0235,CSV,2.4.14,DEV,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-19T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/235
CON-0236,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0236,REST_API,2.5.15,TEST,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-19T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/236
CON-0237,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0237,S3,2.6.16,STAGING,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-19T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/237
CON-0238,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0238,MONGODB,2.7.17,DEV,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-19T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/238
CON-0239,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0239,POSTGRESQL,2.8.18,TEST,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-19T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/239
CON-0240,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0240,MYSQL,2.9.19,STAGING,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-19T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/240
CON-0241,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0241,KAFKA,2.0.0,DEV,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-20T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/241
CON-0242,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0242,CSV,2.1.1,TEST,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-20T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/242
CON-0243,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0243,REST_API,2.2.2,STAGING,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-20T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/243
CON-0244,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0244,S3,2.3.3,DEV,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-20T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/244
CON-0245,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0245,MONGODB,2.4.4,TEST,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-20T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/245
CON-0246,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0246,POSTGRESQL,2.5.5,STAGING,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-20T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/246
CON-0247,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0247,MYSQL,2.6.6,DEV,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-20T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/247
CON-0248,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0248,KAFKA,2.7.7,TEST,FULL|INCREMENTAL|CDC,4000,8,120,DEGRADED,2026-08-20T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/248
CON-0249,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0249,CSV,2.8.8,STAGING,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-20T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/249
CON-0250,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0250,REST_API,2.9.9,DEV,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-20T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/250
CON-0251,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0251,S3,2.0.10,TEST,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-20T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/251
CON-0252,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0252,MONGODB,2.1.11,STAGING,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-20T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/252
CON-0253,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0253,POSTGRESQL,2.2.12,DEV,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-20T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/253
CON-0254,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0254,MYSQL,2.3.13,TEST,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-20T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/254
CON-0255,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0255,KAFKA,2.4.14,STAGING,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-20T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/255
CON-0256,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0256,CSV,2.5.15,DEV,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-20T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/256
CON-0257,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0257,REST_API,2.6.16,TEST,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-20T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/257
CON-0258,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0258,S3,2.7.17,STAGING,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-20T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/258
CON-0259,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0259,MONGODB,2.8.18,DEV,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-20T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/259
CON-0260,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0260,POSTGRESQL,2.9.19,TEST,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-20T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/260
CON-0261,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0261,MYSQL,2.0.0,STAGING,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-20T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/261
CON-0262,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0262,KAFKA,2.1.1,DEV,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-20T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/262
CON-0263,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0263,CSV,2.2.2,TEST,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-20T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/263
CON-0264,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0264,REST_API,2.3.3,STAGING,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-20T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/264
CON-0265,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0265,S3,2.4.4,DEV,FULL|INCREMENTAL|CDC,500,1,90,HEALTHY,2026-08-21T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/265
CON-0266,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0266,MONGODB,2.5.5,TEST,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-21T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/266
CON-0267,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0267,POSTGRESQL,2.6.6,STAGING,FULL|INCREMENTAL|CDC,1500,3,110,DEGRADED,2026-08-21T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/267
CON-0268,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0268,MYSQL,2.7.7,DEV,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-21T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/268
CON-0269,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0269,KAFKA,2.8.8,TEST,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-21T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/269
CON-0270,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0270,CSV,2.9.9,STAGING,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-21T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/270
CON-0271,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0271,REST_API,2.0.10,DEV,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-21T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/271
CON-0272,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0272,S3,2.1.11,TEST,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-21T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/272
CON-0273,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0273,MONGODB,2.2.12,STAGING,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-21T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/273
CON-0274,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0274,POSTGRESQL,2.3.13,DEV,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-21T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/274
CON-0275,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0275,MYSQL,2.4.14,TEST,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-21T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/275
CON-0276,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0276,KAFKA,2.5.15,STAGING,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-21T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/276
CON-0277,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0277,CSV,2.6.16,DEV,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-21T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/277
CON-0278,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0278,REST_API,2.7.17,TEST,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-21T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/278
CON-0279,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0279,S3,2.8.18,STAGING,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-21T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/279
CON-0280,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0280,MONGODB,2.9.19,DEV,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-21T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/280
CON-0281,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0281,POSTGRESQL,2.0.0,TEST,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-21T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/281
CON-0282,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0282,MYSQL,2.1.1,STAGING,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-21T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/282
CON-0283,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0283,KAFKA,2.2.2,DEV,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-21T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/283
CON-0284,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0284,CSV,2.3.3,TEST,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-21T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/284
CON-0285,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0285,REST_API,2.4.4,STAGING,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-21T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/285
CON-0286,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0286,S3,2.5.5,DEV,FULL|INCREMENTAL|CDC,3000,6,100,DEGRADED,2026-08-21T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/286
CON-0287,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0287,MONGODB,2.6.6,TEST,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-21T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/287
CON-0288,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0288,POSTGRESQL,2.7.7,STAGING,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-21T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/288
CON-0289,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0289,MYSQL,2.8.8,DEV,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-22T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/289
CON-0290,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0290,KAFKA,2.9.9,TEST,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-22T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/290
CON-0291,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0291,CSV,2.0.10,STAGING,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-22T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/291
CON-0292,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0292,REST_API,2.1.11,DEV,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-22T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/292
CON-0293,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0293,S3,2.2.12,TEST,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-22T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/293
CON-0294,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0294,MONGODB,2.3.13,STAGING,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-22T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/294
CON-0295,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0295,POSTGRESQL,2.4.14,DEV,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-22T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/295
CON-0296,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0296,MYSQL,2.5.15,TEST,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-22T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/296
CON-0297,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0297,KAFKA,2.6.16,STAGING,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-22T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/297
CON-0298,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0298,CSV,2.7.17,DEV,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-22T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/298
CON-0299,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0299,REST_API,2.8.18,TEST,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-22T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/299
CON-0300,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0300,S3,2.9.19,STAGING,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-22T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/300
CON-0301,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0301,MONGODB,2.0.0,DEV,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-22T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/301
CON-0302,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0302,POSTGRESQL,2.1.1,TEST,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-22T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/302
CON-0303,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0303,MYSQL,2.2.2,STAGING,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-22T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/303
CON-0304,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0304,KAFKA,2.3.3,DEV,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-22T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/304
CON-0305,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0305,CSV,2.4.4,TEST,FULL|INCREMENTAL|CDC,500,1,90,DEGRADED,2026-08-22T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/305
CON-0306,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0306,REST_API,2.5.5,STAGING,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-22T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/306
CON-0307,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0307,S3,2.6.6,DEV,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-22T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/307
CON-0308,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0308,MONGODB,2.7.7,TEST,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-22T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/308
CON-0309,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0309,POSTGRESQL,2.8.8,STAGING,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-22T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/309
CON-0310,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0310,MYSQL,2.9.9,DEV,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-22T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/310
CON-0311,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0311,KAFKA,2.0.10,TEST,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-22T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/311
CON-0312,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0312,CSV,2.1.11,STAGING,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-22T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/312
CON-0313,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0313,REST_API,2.2.12,DEV,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-23T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/313
CON-0314,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0314,S3,2.3.13,TEST,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-23T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/314
CON-0315,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0315,MONGODB,2.4.14,STAGING,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-23T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/315
CON-0316,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0316,POSTGRESQL,2.5.15,DEV,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-23T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/316
CON-0317,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0317,MYSQL,2.6.16,TEST,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-23T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/317
